;Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;employeecount;employeenumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NUMCOMPANIESWORKED;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TOTALWORKINGYEARS;TrainingTimesLastYear;WORKLIFEBALANCE;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YEARSWITHCURRMANAGER;SameAsMonthlyIncome;DateBirth;Salary;RoleDepartament;NUMBERCHILDREN;RemoteWork
889;36;No;travel_rarely;329,0$;;2;3;;1;501;4;1;96;3;1; rESeaRCh ScIentISt ;3;Married;2543;11868;4;;No;13;3;2;nan;1;nan;3;3;2;nan;2;2;2543;1987;1000000000$;;;Yes
890;34;Yes;non-travel;1362,0$;;19;3;Marketing;1;502;1;0;67;4;2; sAleS EXeCUtiVe ;4;;5304;4652;8;;Yes;13;3;2;nan;0;nan;3;2;5;nan;0;4;5304;1989;1000000000$;;;1
891;24;No;;1371,0$;;10;4;Marketing;1;507;4;1;77;3;2; SALES exeCuTIve ;3;Divorced;nan;5915;1;;Yes;12;3;4;nan;1;nan;2;4;5;nan;0;3;nan;1999;1000000000$;;;True
892;42;No;;201,0$;;1;4;;1;517;2;1;Not Available;3;1; lABOrAToRY TECHnIciAN ;1;;nan;20490;3;Y;No;16;3;2;80;1;8;5;3;5;nan;1;2;nan;1981;1000000000$;;;Yes
893;54;No;;821,0$;;5;2;Medical;1;522;1;0;86;3;5; REsEarCh DirECtOr ;1;Married;19406;8509;4;Y;;11;3;3;80;1;24;4;2;4;nan;1;2;19406;1969;1000000000$;;;0
894;34;No;;1381,0$;;4;4;;1;523;3;1;72;3;2; SaLes exEcUtiVE ;3;Married;6538;12740;9;Y;No;15;3;1;nan;1;nan;3;3;3;nan;1;2;6538;1989;1000000000$;;;1
895;43;No;;313,0$;;21;3;;1;525;4;0;61;3;1; LABORATOry TecHNIciAN ;4;;2258;15238;7;Y;;20;4;1;80;1;nan;1;3;3;nan;1;2;2258;1980;1000000000$;;;True
896;43;No;travel_rarely;1473,0$;;8;4;Other;1;526;3;1;74;3;2; hEAlTHCaRe ReprESEnTaTive ;3;;nan;2227;4;;Yes;14;3;4;nan;0;nan;3;3;5;nan;0;2;nan;1980;1000000000$;;;1
897;31;No;travel_rarely;329,0$;;1;2;;1;530;4;0;98;2;1; LABOrAtORY teChNicIaN ;1;Married;2218;16193;1;Y;No;12;3;3;80;1;4;3;nan;4;nan;3;2;2218;1992;1000000000$;;;0
898;25;Yes;travel_rarely;688,0$;;3;3;Medical;1;nan;1;0;91;3;1; LaBoRATorY tEChniCIAN ;1;Married;nan;9396;5;Y;No;13;3;3;80;1;6;5;nan;2;nan;0;2;nan;1998;1000000000$;;;Yes
899;45;No;;192,0$;;10;2;Life Sciences;1;544;1;0;69;3;1; reseARch scIEnTIst ;4;Married;2654;9655;3;;No;21;nan;4;nan;2;8;3;2;2;nan;0;2;2654;1978;1000000000$;;;1
900;52;No;travel_rarely;1490,0$;;4;2;Life Sciences;1;nan;4;1;Not Available;3;4; MAnAGeR ;4;Married;nan;10310;2;Y;No;13;3;4;nan;0;31;2;1;5;nan;1;4;nan;1971;1000000000$;;;False
901;34;Yes;travel_frequently;296,0$;;6;2;;1;555;4;1;33;1;1; saLES REPrEsentATivE ;3;;nan;12253;0;;No;16;3;4;nan;1;3;3;2;2;nan;1;0;nan;1989;1000000000$;;;True
902;26;No;travel_rarely;1349,0$;;23;3;Life Sciences;1;nan;1;1;90;3;1; REseARcH sCiENTist ;4;Divorced;nan;3032;1;;No;22;4;2;nan;2;nan;3;1;3;nan;0;2;nan;1997;1000000000$;;;1
903;29;No;;986,0$;;3;4;;1;564;2;0;93;2;3; rEseArch DiRECTOr ;3;;11935;21526;1;;No;18;3;3;nan;0;nan;2;3;10;nan;0;7;11935;1994;1000000000$;;;Yes
904;29;Yes;;408,0$;;25;5;Technical Degree;1;nan;3;1;71;2;1; rEseARcH sCIENTIST ;2;Married;2546;18300;5;Y;No;16;3;2;nan;0;6;2;4;2;nan;1;1;2546;1994;1000000000$;;;0
905;46;No;;1009,0$;;2;3;Life Sciences;1;nan;1;0;51;3;4; RESEaRCh dIreCtOr ;3;Married;17861;2288;6;Y;No;13;3;3;80;0;nan;2;1;3;nan;0;1;17861;1977;1000000000$;;;0
906;46;No;;1125,0$;;10;3;Marketing;1;580;3;1;94;2;3; Sales EXeCutIvE ;4;;nan;11563;2;Y;;19;3;3;80;1;15;3;3;3;nan;1;2;nan;1977;1000000000$;;;0
907;30;No;travel_rarely;413,0$; Sales ;7;1;Marketing;1;585;4;0;57;3;1; sALes rEprESentAtIvE ;2;Single;nan;18398;0;Y;;14;3;1;80;0;nan;3;3;3;nan;1;2;nan;1993;1000000000$; sALes rEprESentAtIvE  -  Sales ;;True
908;34;Yes;travel_frequently;988,0$; Human Resources ;23;3;;1;nan;2;1;43;3;3; humaN reSOUrcEs ;1;Divorced;nan;11533;9;;Yes;15;3;3;nan;3;nan;2;3;3;nan;0;2;nan;1989;1000000000$; humaN reSOUrcEs  -  Human Resources ;;False
909;42;No;;1474,0$;;5;2;Other;1;591;2;0;97;3;1; lAbOratOrY teCHnICiaN ;3;Married;nan;9260;4;;No;17;3;4;nan;1;nan;4;nan;2;nan;2;0;nan;1981;1000000000$;;;Yes
910;22;Yes;;1368,0$; Research & Development ;-25;1;Technical Degree;1;593;3;0;99;2;1; lAboRatOrY TechNiCiAn ;3;Single;3894;9129;5;Y;No;16;3;3;nan;0;4;3;3;2;nan;1;2;3894;2001;1000000000$; lAboRatOrY TechNiCiAn  -  Research & Development ;;1
911;29;No;travel_rarely;232,0$;;19;3;Technical Degree;1;611;4;0;34;3;2; MAnUfACturINg DIrecTOR ;4;Divorced;4262;22645;4;Y;No;12;3;2;nan;2;8;2;4;3;2;1;2;4262;1994;1000000000$;;;Yes
912;46;No;travel_frequently;1034,0$; Research & Development ;18;1;Medical;1;624;1;1;86;3;3; HeAlthcaRE rEPrEseNTaTIVE ;3;Married;10527;8984;5;;No;11;3;4;nan;0;nan;3;2;2;nan;1;2;10527;1977;1000000000$; HeAlthcaRE rEPrEseNTaTIVE  -  Research & Development ;;1
913;32;Yes;;1474,0$; Sales ;11;4;Other;1;631;4;0;Not Available;4;2; sALeS eXecuTIvE ;3;;nan;23914;8;;;12;3;4;80;0;nan;2;3;4;nan;1;2;nan;1991;1000000000$; sALeS eXecuTIvE  -  Sales ;;1
914;24;No;;nan$;;24;3;Medical;1;632;4;0;38;3;1; SALes REpResENTaTIVE ;4;;2400;5530;0;;No;13;3;3;nan;2;3;3;3;2;nan;2;1;2400;1999;1000000000$;;;0
915;35;No;travel_rarely;538,0$;;25;2;;1;652;1;0;54;2;2; LabOrAtOrY TechNIcIaN ;4;Single;3681;14004;4;Y;No;14;3;4;nan;0;nan;3;3;3;nan;0;2;3681;1988;1000000000$;;;False
916;42;No;;622,0$;;2;4;Life Sciences;1;659;3;1;81;3;2; healTHCaRe rePreSenTAtiVE ;4;Married;nan;5718;1;Y;No;13;3;2;nan;2;10;4;3;10;nan;2;2;nan;1981;1000000000$;;;1
917;48;No;travel_rarely;1236,0$;;1;4;;1;664;4;1;40;2;4; ManageR ;1;Married;nan;17997;7;;No;11;3;1;nan;1;21;3;1;3;nan;0;2;nan;1975;1000000000$;;;1
918;44;No;travel_rarely;1112,0$;;1;4;;1;665;1;1;50;2;2; hUMaN rESOuRCeS ;3;;nan;26894;4;;No;11;nan;2;nan;0;10;1;4;2;2;0;2;nan;1979;1000000000$;;;True
919;34;No;;204,0$; Sales ;14;3;;1;666;3;1;31;3;1; SALeS RepREsEnTatiVe ;3;;nan;2912;1;;Yes;18;3;4;nan;2;8;3;3;8;nan;0;6;nan;1989;1000000000$; SALeS RepREsEnTatiVe  -  Sales ;;True
920;21;No;;1343,0$;;22;1;Technical Degree;1;nan;3;0;49;3;1; SalES RePrESenTAtiVe ;3;;3447;24444;1;;;11;nan;3;nan;0;nan;2;3;3;nan;1;2;3447;2002;1000000000$;;;True
921;44;No;travel_rarely;1315,0$;;3;4;;1;671;4;0;35;3;5; MaNaGeR ;4;;19513;9358;4;Y;;12;3;1;nan;1;26;2;4;2;nan;0;1;19513;1979;1000000000$;;;Yes
922;22;No;travel_rarely;nan$;;6;1;Medical;1;675;1;0;69;3;1; rEsEArcH scIeNTiSt ;3;Married;nan;12145;0;Y;;20;4;4;80;0;nan;3;3;2;nan;2;2;nan;2001;1000000000$;;;True
923;26;No;travel_rarely;991,0$;;6;3;;1;686;3;1;71;3;1; LABOraTOry TECHNiCIAn ;4;;2659;17759;1;Y;Yes;13;nan;3;nan;1;nan;2;3;3;nan;0;2;2659;1997;1000000000$;;;0
924;36;No;;913,0$;;9;2;Medical;1;699;2;0;48;2;2; mAnuFACturiNG dIreCtoR ;2;;8847;13934;2;Y;Yes;11;3;3;nan;1;13;2;3;3;nan;0;2;8847;1987;1000000000$;;;1
925;27;No;;1115,0$;;3;4;Medical;1;nan;1;0;54;2;1; researCh ScIeNtIsT ;4;Single;2045;15174;0;Y;;13;3;4;nan;0;5;0;3;4;nan;1;1;2045;1996;1000000000$;;;True
926;23;No;travel_rarely;885,0$;;4;3;;1;705;1;0;58;4;1; reSearCH sCIEnTIst ;1;;nan;8544;2;;;16;3;1;nan;1;5;3;4;3;nan;0;2;nan;2000;1000000000$;;;False
927;25;No;;810,0$;;8;3;Life Sciences;1;707;4;0;57;4;2; SaLeS eXeCuTIve ;2;;4851;15678;0;;No;22;4;3;nan;1;4;4;3;3;nan;1;2;4851;1998;1000000000$;;;0
928;48;No;;817,0$;;-14;1;;1;712;14;0;56;4;2; sAles EXEcuTIVE ;2;Marreid;8120;18597;3;Y;;12;3;4;nan;0;nan;3;3;2;nan;2;2;8120;1975;1000000000$;;;Yes
929;24;Yes;travel_rarely;693,0$;;3;2;Life Sciences;1;nan;1;1;65;3;2; SALes EXECUTivE ;3;Single;4577;24785;9;;No;14;3;1;nan;0;nan;3;3;2;nan;2;0;4577;1999;1000000000$;;;Yes
930;60;No;travel_rarely;1179,0$;;16;4;;1;732;1;0;84;3;2; SaLES EXecutIvE ;1;Single;5405;11924;8;Y;No;14;3;4;80;0;10;1;3;2;nan;2;2;5405;1963;1000000000$;;;0
931;50;No;;316,0$;;8;4;Marketing;1;738;4;0;54;3;1; SALES rEPrESENtaTIVE ;2;Married;nan;9983;7;;No;15;3;4;nan;1;4;2;3;2;nan;2;2;nan;1973;1000000000$;;;True
932;44;No;non-travel;381,0$;;24;3;;1;744;1;0;49;1;1; lAboRATOrY tEChNiCiaN ;3;Single;3708;2104;2;;;14;3;3;nan;0;9;5;3;5;nan;1;4;3708;1979;1000000000$;;;0
933;47;No;travel_frequently;217,0$;;3;3;;1;746;4;1;49;3;4; salES execUTiVe ;3;Divorced;13770;10225;9;Y;Yes;12;3;4;nan;2;28;2;2;22;nan;11;13;13770;1976;1000000000$;;;Yes
934;42;Yes;;933,0$;;19;3;;1;752;3;0;57;4;1; resEarcH SCienTiSt ;3;Divorced;nan;20366;6;;;12;3;4;nan;0;nan;2;3;2;nan;2;2;nan;1981;1000000000$;;;1
935;43;No;travel_frequently;775,0$;;15;3;Life Sciences;1;754;4;0;47;2;2; sAleS ExeCUTIVE ;4;Married;nan;23683;3;Y;;18;nan;3;nan;1;7;5;3;2;nan;2;2;nan;1980;1000000000$;;;True
936;40;No;;804,0$;;2;1;;1;nan;4;1;86;2;1; resEarcH sCiENTiST ;4;Single;nan;22929;0;;;20;4;4;nan;0;5;2;2;4;nan;2;3;nan;1983;1000000000$;;;0
937;29;No;;1090,0$; Sales ;10;3;;1;nan;4;0;83;3;1; SaLes rePrESENTaTivE ;2;;2297;17967;1;Y;No;14;3;4;80;2;nan;2;3;2;nan;2;2;2297;1994;1000000000$; SaLes rePrESENTaTivE  -  Sales ;;0
938;53;No;;346,0$;;6;3;;1;769;4;0;86;3;2; laboraToRy tECHniCIaN ;4;Single;2450;10919;2;Y;;17;3;4;nan;0;19;4;3;2;nan;2;2;2450;1970;1000000000$;;;False
939;23;No;travel_rarely;310,0$; Research & Development ;-12;1;Medical;1;nan;1;0;79;4;1; rESEaRch sCientISt ;3;Single;nan;19630;1;Y;;18;3;4;80;0;nan;3;3;2;nan;0;2;nan;2000;1000000000$; rESEaRch sCientISt  -  Research & Development ;;0
940;55;Yes;;725,0$;;2;3;Medical;1;nan;4;0;78;3;5; mANAgER ;1;;nan;21199;5;;Yes;13;3;4;nan;1;24;2;3;5;nan;1;4;nan;1968;1000000000$;;;False
941;26;No;travel_frequently;575,0$;;1;2;Life Sciences;1;792;1;1;71;1;1; lABoRatory teCHNiCiaN ;4;;nan;5288;3;;No;14;3;1;80;1;nan;2;3;2;nan;2;0;nan;1997;1000000000$;;;1
942;34;No;travel_rarely;182,0$;;1;4;;1;797;2;1;72;4;1; REseARCh SCiEntiST ;4;Single;nan;13551;2;;No;16;3;3;80;0;nan;2;3;4;nan;1;3;nan;1989;1000000000$;;;False
943;27;No;;829,0$;;8;1;Marketing;1;800;3;0;84;3;2; saLes eXECutIve ;4;Married;4342;24008;0;Y;;19;3;2;nan;1;5;3;3;4;nan;1;1;4342;1996;1000000000$;;;Yes
944;35;No;travel_rarely;384,0$;;8;4;;1;nan;1;1;72;3;1; SaLEs repreSentative ;4;;2572;20317;1;;No;16;3;2;nan;1;3;1;2;3;nan;0;2;2572;1988;1000000000$;;;True
945;30;No;travel_rarely;921,0$;;-18;3;;1;806;4;0;38;1;1; LAbOratory TeChNicIAn ;3;Married;nan;24375;3;Y;No;21;nan;3;nan;2;7;2;3;2;nan;0;2;nan;1993;1000000000$;;;Yes
946;34;No;;1111,0$;;8;2;;1;nan;3;1;93;3;2; SAles ExECuTIve ;1;;6500;13305;5;Y;No;17;3;2;nan;1;nan;1;3;3;nan;1;2;6500;1989;1000000000$;;;1
947;52;No;travel_rarely;1325,0$; Research & Development ;-25;4;Life Sciences;1;813;25;1;82;3;2; laBORatoRy TEcHnician ;3;;3149;21821;8;Y;;20;4;2;80;1;9;3;3;5;nan;1;4;3149;1971;1000000000$; laBORatoRy TEcHnician  -  Research & Development ;;Yes
948;33;Yes;travel_rarely;118,0$;;16;3;Marketing;1;819;1;1;69;3;2; SALeS eXEcuTive ;1;Single;5324;26507;5;Y;;15;3;3;nan;0;nan;3;3;3;nan;0;2;5324;1990;1000000000$;;;False
949;35;No;travel_rarely;1258,0$; Research & Development ;-20;4;;1;nan;20;1;40;4;1; ReSeaRch SCIentiST ;3;Single;nan;13301;3;Y;No;13;3;3;nan;0;7;0;3;2;nan;2;2;nan;1988;1000000000$; ReSeaRch SCIentiST  -  Research & Development ;;False
950;28;Yes;;890,0$;;2;4;;1;nan;3;0;Not Available;3;1; ReSEaRcH SCIeNtIsT ;3;Single;4382;16374;6;Y;No;17;3;4;nan;0;5;3;2;2;nan;2;1;4382;1995;1000000000$;;;1
951;36;No;travel_rarely;1041,0$;;13;3;Human Resources;1;nan;3;0;36;3;1; humaN ReSOuRCes ;2;Married;nan;25527;4;Y;;13;3;2;nan;1;nan;2;3;5;nan;0;4;nan;1987;1000000000$;;;1
952;34;No;travel_frequently;702,0$; Research & Development ;16;4;;1;838;3;1;100;2;1; RESEarch ScieNtIst ;4;Single;2553;8306;1;;No;16;3;3;80;0;6;3;3;5;nan;1;3;2553;1989;1000000000$; RESEarch ScieNtIst  -  Research & Development ;;True
953;34;No;;829,0$;;3;2;;1;847;3;0;Not Available;3;1; humAn resourCeS ;4;;nan;2243;0;;;19;3;3;nan;1;4;1;1;3;nan;0;2;nan;1989;1000000000$;;;False
954;44;No;travel_rarely;625,0$;;4;3;;1;852;4;0;50;3;2; HeALTHcARE RePrESEnTativE ;2;Single;5933;5197;9;Y;;12;3;4;80;0;10;2;2;5;nan;2;3;5933;1979;1000000000$;;;Yes
955;32;No;;nan$;;13;4;Life Sciences;1;859;2;0;73;3;2; sAlES eXecUtivE ;4;Divorced;4403;9250;2;;;11;3;3;80;1;8;3;2;5;nan;0;3;4403;1991;1000000000$;;;True
956;53;No;;661,0$;;7;2;;1;nan;1;1;78;2;3; sALes ExEcUtiVE ;4;Married;10934;20715;7;Y;Yes;18;3;4;nan;1;35;3;3;5;nan;0;4;10934;1970;1000000000$;;;0
957;22;No;;nan$;;1;2;Life Sciences;1;872;4;0;Not Available;2;2; MANUfactUrING DIRECtOr ;4;;nan;19146;6;;;22;4;1;nan;2;4;2;1;2;nan;2;2;nan;2001;1000000000$;;;0
958;44;No;travel_rarely;986,0$;;8;4;Life Sciences;1;874;1;0;62;4;1; LAbORaToRY TecHNICiAn ;4;;nan;5044;2;;Yes;24;4;3;nan;1;10;2;2;3;nan;0;2;nan;1979;1000000000$;;;False
959;35;Yes;travel_frequently;nan$;;25;4;Life Sciences;1;881;4;1;96;3;1; rEseArcH SCiEntist ;2;Divorced;2022;16612;1;Y;;19;3;1;nan;1;10;3;2;10;nan;7;8;2022;1988;1000000000$;;;True
960;25;No;;583,0$;;4;1;;1;885;3;0;87;2;2; sAleS execUTIVE ;1;;4256;18154;1;Y;No;12;3;1;nan;0;5;1;4;5;nan;0;3;4256;1998;1000000000$;;;0
961;49;No;travel_rarely;1418,0$;;1;3;Technical Degree;1;nan;3;1;36;3;1; ResEArch scIEntIsT ;1;;3580;10554;2;;No;16;3;2;nan;1;7;2;3;4;nan;0;2;3580;1974;1000000000$;;;False
962;24;No;non-travel;1269,0$;;-19;1;Life Sciences;1;888;1;0;Not Available;2;1; labORatOry TEcHniCIAn ;4;;nan;10778;0;;;17;3;4;nan;0;nan;2;2;5;nan;3;4;nan;1999;1000000000$;;;False
963;38;No;travel_rarely;395,0$; Sales ;9;3;Marketing;1;893;2;0;98;2;1; sALeS RePresenTAtivE ;2;;2899;12102;0;;;19;3;4;80;1;3;3;3;2;nan;1;2;2899;1985;1000000000$; sALeS RePresenTAtivE  -  Sales ;;1
964;29;Yes;travel_rarely;341,0$;;1;3;Medical;1;896;2;1;48;2;1; sAlES REPreSentAtiVe ;3;;nan;23522;6;Y;Yes;19;3;3;80;3;5;3;3;3;nan;0;2;nan;1994;1000000000$;;;0
965;43;No;travel_frequently;nan$;;1;3;Life Sciences;1;902;4;1;33;3;2; hEaLtHCaRE rEPReSeNTAtIvE ;4;Married;5562;21782;4;Y;;13;3;2;80;1;12;2;2;5;nan;2;2;5562;1980;1000000000$;;;1
966;28;No;travel_rarely;821,0$;;5;4;Medical;1;916;1;0;98;3;2; SAlES exEcuTiVE ;4;Single;nan;24252;1;;;14;3;2;80;0;4;3;3;4;nan;0;2;nan;1995;1000000000$;;;False
967;20;Yes;travel_rarely;500,0$;;2;3;;1;922;3;1;49;2;1; SaLEs repReSEnTATiVE ;3;Single;nan;22052;1;Y;;13;3;4;nan;0;2;3;2;2;nan;0;2;nan;2003;1000000000$;;;1
968;47;No;;1454,0$;;2;4;Life Sciences;1;925;4;1;65;2;1; SALeS RePreSenTATiVe ;4;Single;nan;13137;1;;Yes;18;3;1;nan;0;3;3;2;3;nan;1;2;nan;1976;1000000000$;;;1
969;22;Yes;travel_rarely;617,0$;;3;1;Life Sciences;1;nan;2;1;34;3;2; mAnuFACTuRinG diReCToR ;3;Married;nan;10022;0;Y;Yes;19;3;1;nan;1;4;3;4;3;nan;0;2;nan;2001;1000000000$;;;True
970;28;No;;995,0$;;9;3;Medical;1;930;3;1;77;3;1; ResEARch SCIENtIST ;3;Divorced;2377;9834;5;;No;18;3;2;nan;1;6;2;3;2;nan;2;2;2377;1995;1000000000$;;;Yes
971;39;Yes;;1122,0$; Research & Development ;6;3;Medical;1;nan;4;0;70;3;1; LABORAToRy tEchNICiAn ;1;Married;2404;4303;7;;;21;4;4;nan;0;nan;2;1;2;nan;2;2;2404;1984;1000000000$; LABORAToRy tEchNICiAn  -  Research & Development ;;Yes
972;33;No;travel_rarely;1198,0$; Research & Development ;1;4;;1;939;3;0;100;2;1; ResEArch sCIEnTiST ;1;Single;2799;3339;3;Y;;11;3;2;nan;0;nan;1;3;3;nan;0;2;2799;1990;1000000000$; ResEArch sCIEnTiST  -  Research & Development ;;False
973;36;No;travel_rarely;188,0$; Research & Development ;7;4;Other;1;nan;2;0;65;3;1; ReSEArcH sCIeNtist ;4;Single;nan;23293;2;Y;;18;3;3;80;0;8;6;3;6;nan;0;1;nan;1987;1000000000$; ReSEArcH sCIeNtist  -  Research & Development ;;1
974;35;No;travel_rarely;1219,0$;;-48;3;;1;975;3;1;86;3;2; SalES eXEcuTIvE ;3;;nan;6179;1;;;16;3;2;nan;0;5;3;3;5;nan;1;0;nan;1988;1000000000$;;;Yes
975;31;Yes;;335,0$;;9;2;Medical;1;991;3;0;46;2;1; resEarcH ScIENTIsT ;1;Single;nan;10322;0;;Yes;22;4;1;nan;0;4;0;3;3;nan;1;2;nan;1992;1000000000$;;;0
976;33;No;travel_rarely;461,0$;;13;1;Life Sciences;1;995;2;1;53;3;1; rEseaRcH scIEnTiST ;4;Single;3452;17241;3;Y;;18;3;1;nan;0;5;4;3;3;nan;0;2;3452;1990;1000000000$;;;0
977;27;No;;1134,0$;;-24;4;;1;1001;24;1;37;3;1; LABorATORY tecHNICiaN ;2;Marreid;2811;12086;9;Y;No;14;3;2;nan;1;4;2;3;2;nan;2;2;2811;1996;1000000000$;;;False
978;30;Yes;travel_rarely;138,0$;;22;3;;1;nan;1;1;48;3;1; rESeaRCH sCIenTisT ;3;Married;nan;11539;4;Y;;11;3;2;nan;0;nan;2;nan;5;nan;0;1;nan;1993;1000000000$;;;1
979;24;No;;1206,0$;;17;1;Medical;1;nan;4;1;41;2;2; MANuFActurING dIRectOr ;3;Divorced;4377;24117;1;Y;No;15;3;2;nan;2;5;6;3;4;nan;3;2;4377;1999;1000000000$;;;0
980;35;Yes;travel_rarely;622,0$; Research & Development ;14;4;Other;1;1010;3;0;39;2;1; LaBoRaTory techNICIAN ;2;Divorced;nan;10074;1;Y;Yes;24;4;4;80;1;5;2;1;4;nan;0;2;nan;1988;1000000000$; LaBoRaTory techNICIAN  -  Research & Development ;;0
981;30;Yes;;109,0$;;5;3;;1;1017;2;1;60;3;1; LaBORATORY TechNiCIAn ;2;;nan;25725;0;;;17;3;1;nan;0;4;3;3;3;nan;1;2;nan;1993;1000000000$;;;True
982;48;No;travel_rarely;277,0$; Research & Development ;6;3;;1;1022;1;0;97;2;2; hEaLThcARE rEpresEntATiVE ;3;;4240;13119;2;Y;No;13;3;4;nan;0;19;0;3;2;nan;2;2;4240;1975;1000000000$; hEaLThcARE rEpresEntATiVE  -  Research & Development ;;Yes
983;41;No;travel_rarely;549,0$;;7;2;Medical;1;nan;4;1;42;3;2; MAnUFaCturinG DiReCtOR ;3;;nan;23371;6;Y;;14;3;2;nan;0;8;6;3;2;nan;2;1;nan;1982;1000000000$;;;False
984;27;No;;1055,0$; Research & Development ;2;4;;1;1027;1;1;47;3;2; mANufActuRIng DirECTOR ;4;;4227;4658;0;Y;;18;3;2;nan;1;nan;2;nan;3;nan;2;2;4227;1996;1000000000$; mANufActuRIng DirECTOR  -  Research & Development ;;Yes
985;35;No;travel_rarely;802,0$; Research & Development ;10;3;Other;1;1028;2;0;45;3;1; laBOraTOrY TecHNIcIan ;4;;3917;9541;1;;No;20;4;1;nan;1;3;4;2;3;nan;1;2;3917;1988;1000000000$; laBOraTOrY TecHNIcIan  -  Research & Development ;;0
986;26;Yes;non-travel;265,0$;;29;2;Medical;1;1037;2;0;79;1;2; SAleS ExeCutiVE ;1;Single;4969;21813;8;Y;No;18;3;4;80;0;nan;6;3;2;nan;2;2;4969;1997;1000000000$;;;Yes
987;33;No;non-travel;1038,0$; Sales ;8;1;Life Sciences;1;1044;2;1;Not Available;2;1; sALES ReprEsentatiVE ;4;;nan;21437;0;Y;;19;3;4;nan;0;nan;2;2;2;nan;2;2;nan;1990;1000000000$; sALES ReprEsentatiVE  -  Sales ;;False
988;26;Yes;;342,0$;;2;3;Life Sciences;1;1053;1;0;57;3;1; rEsEaRCH SCIenTiSt ;1;Married;2042;15346;6;Y;;14;3;2;nan;1;6;2;3;3;nan;1;2;2042;1997;1000000000$;;;1
989;38;No;travel_frequently;1186,0$;;3;4;;1;nan;3;0;44;3;1; ReseaRCH SciEntISt ;3;;2821;2997;3;Y;No;16;3;1;nan;1;8;2;3;2;nan;2;2;2821;1985;1000000000$;;;False
990;46;No;;430,0$;;-47;4;Medical;1;1069;47;0;40;3;5; RESeArCH dIrEcTOR ;4;;nan;21445;9;;No;17;3;4;80;2;23;0;3;2;nan;2;2;nan;1977;1000000000$;;;True
991;20;Yes;;769,0$;;9;3;Marketing;1;1077;4;1;54;3;1; SALES RePrEsenTatIVE ;4;Single;nan;17205;1;Y;Yes;14;3;2;80;0;2;3;3;2;nan;0;2;nan;2003;1000000000$;;;1
992;30;No;;1176,0$;;-20;3;Other;1;1084;20;0;85;3;2; mAnUfACtURInG DiRECTor ;1;Marreid;9957;9096;0;;;15;3;3;nan;1;7;1;2;6;nan;0;2;9957;1993;1000000000$;;;0
993;27;No;non-travel;1277,0$;;8;5;;1;1094;1;0;87;1;1; LAboRaToRY tEchNiciAN ;3;Married;nan;5869;1;;;19;3;4;80;3;3;4;nan;3;nan;1;2;nan;1996;1000000000$;;;0
994;55;No;;1091,0$;;2;1;;1;1096;4;0;65;3;3; MANufacTuRING DIrECtOr ;2;Married;nan;15813;3;;No;18;3;2;nan;1;23;4;3;3;nan;1;2;nan;1968;1000000000$;;;Yes
995;33;No;travel_rarely;654,0$;;5;3;Life Sciences;1;1099;4;0;34;2;3; healtHCare RePrEseNtAtIvE ;4;;nan;21214;4;;No;15;3;3;nan;1;nan;2;3;3;nan;1;2;nan;1990;1000000000$;;;1
996;28;No;;895,0$;;15;2;Life Sciences;1;1102;1;0;50;3;1; LAbORATORy technIciAn ;3;;2207;22482;1;;No;16;3;4;nan;1;4;5;2;4;nan;2;2;2207;1995;1000000000$;;;Yes
997;34;No;;618,0$;;3;1;Life Sciences;1;1103;1;0;45;3;2; heaLtHcARe rePRESEntatIVe ;4;;7756;22266;0;Y;No;17;3;3;nan;0;nan;1;2;6;nan;0;4;7756;1989;1000000000$;;;1
998;33;Yes;;1017,0$;;25;3;Medical;1;1108;1;0;55;2;1; REseARCh SCIenTist ;2;Single;nan;2993;4;;Yes;20;4;2;nan;0;5;0;3;2;nan;2;2;nan;1990;1000000000$;;;False
999;33;No;;970,0$;;7;3;Life Sciences;1;1114;4;1;30;3;2; SaleS eXeCuTIvE ;2;Married;nan;13401;0;Y;No;17;3;3;80;1;4;3;3;3;nan;0;2;nan;1990;1000000000$;;;0
1000;21;No;;984,0$;;1;1;;1;1131;4;1;70;2;1; ResEarCH scIeNtiST ;2;Single;2070;25326;1;Y;Yes;11;3;3;80;0;2;6;4;2;nan;2;2;2070;2002;1000000000$;;;True
1001;31;No;travel_frequently;793,0$;;20;3;;1;1135;3;0;67;4;1; SALEs REPREsEntatIve ;4;Married;2791;21981;0;;No;12;nan;1;nan;1;3;4;3;2;nan;2;2;2791;1992;1000000000$;;;1
1002;35;No;;1182,0$;;11;2;Marketing;1;nan;4;0;54;3;2; salES eXECuTive ;4;Divorced;nan;18500;1;;;11;3;4;nan;1;5;3;3;5;nan;0;2;nan;1988;1000000000$;;;Yes
1003;34;No;;1003,0$;;2;2;;1;1140;4;0;95;3;2; mAnUfACTURing dIreCToR ;3;Single;nan;15834;2;;No;11;3;4;80;0;nan;3;nan;3;nan;0;2;nan;1989;1000000000$;;;1
